# 性能日志 - 比特币密钥碰撞检测
# 创建时间: 2026-04-22T03:26:43.425500
# 格式: timestamp,speed,total_checked,matches,cpu_usage,memory_usage,threads
1776803183.7022557,0.0,0,0,92.5,61.6875,19
1776803187.217523,0.0,0,0,101.7,61.6875,19
1776803189.1042826,0.0,0,0,127.4,61.6875,19
1776803193.4243543,0.0,0,0,77.2,61.69921875,19
1776803194.1718624,0.0,0,0,95.0,61.69921875,19
1776803199.3173616,0.0,0,0,103.1,61.69921875,19
1776803200.2794101,0.0,0,0,100.5,61.69921875,19
1776803204.5862675,0.0,0,0,93.2,61.71484375,19
1776803207.2493405,0.0,0,0,99.1,61.71484375,19
1776803210.2324982,0.0,0,0,96.4,61.71484375,19
1776803213.5258434,0.0,0,0,110.1,61.71484375,19
1776803215.2870436,0.0,0,0,102.1,61.71484375,19
1776803220.206315,0.0,0,0,104.6,61.71484375,19
1776803220.6932173,0.0,0,0,110.9,61.71484375,19
1776803226.0002432,0.0,0,0,106.7,61.890625,20
1776803226.7928703,0.0,0,0,104.1,61.890625,20
1776803231.3315606,0.0,0,0,102.1,61.89453125,20
1776803232.9400246,0.0,0,0,123.7,61.89453125,20
1776803236.7629895,0.0,0,0,100.5,61.89453125,20
1776803240.4195669,0.0,0,0,101.7,61.89453125,20
1776803242.0402112,0.0,0,0,91.3,61.89453125,20
1776803246.9998465,0.0,0,0,134.5,61.89453125,20
1776803247.3573372,0.0,0,0,86.6,61.89453125,20
1776803252.3517926,0.0,0,0,94.2,61.8984375,20
1776803254.5242536,0.0,0,0,107.2,61.8984375,20
1776803257.720532,0.0,0,0,118.2,61.8984375,20
1776803261.7854266,0.0,0,0,102.7,61.8984375,20
1776803263.030803,0.0,0,0,91.0,61.8984375,20
1776803268.4886174,0.0,0,0,99.9,61.8984375,20
1776803268.6584635,0.0,0,0,101.9,61.8984375,20
1776803273.7538724,0.0,0,0,102.7,61.9140625,20
1776803275.6512043,0.0,0,0,116.6,61.9140625,20
1776803278.7935061,0.0,0,0,108.6,61.92578125,20
1776803282.0903316,0.0,0,0,99.0,61.92578125,20
1776803284.1973834,0.0,0,0,99.1,61.94140625,20
1776803288.5074835,0.0,0,0,98.4,61.9453125,20
1776803289.7795627,0.0,0,0,98.5,61.9453125,20
1776803295.325116,0.0,0,0,99.0,61.95703125,20
1776803295.0884619,0.0,0,0,99.7,61.95703125,20
1776803300.2369473,0.0,0,0,101.2,61.9609375,20
1776803302.6413424,0.0,0,0,93.9,61.9609375,20
1776803305.4052212,0.0,0,0,115.5,61.97265625,20
1776803309.0330002,0.0,0,0,98.4,61.97265625,20
1776803310.971301,0.0,0,0,127.7,61.9765625,20
1776803315.6431284,0.0,0,0,99.2,61.9765625,20
1776803316.14352,0.0,0,0,103.7,61.9765625,20
1776803321.2153494,0.0,0,0,100.1,62.046875,20
1776803322.0972812,0.0,0,0,103.5,62.046875,20
1776803326.6274512,0.0,0,0,128.6,62.02734375,19
1776803328.941914,0.0,0,0,178.1,62.02734375,19
1776803331.924303,0.0,0,0,105.6,62.02734375,19
1776803335.74554,0.0,0,0,104.1,62.02734375,19
1776803337.0798585,0.0,0,0,104.3,62.02734375,19
1776803342.3255515,0.0,0,0,87.1,62.04296875,19
1776803342.5498614,0.0,0,0,98.9,62.04296875,19
1776803347.8307471,0.0,0,0,99.9,62.04296875,19
1776803349.6944907,0.0,0,0,141.6,62.04296875,19
1776803353.2018037,0.0,0,0,88.9,62.04296875,19
1776803356.7370074,0.0,0,0,162.3,62.04296875,19
1776803358.2955496,0.0,0,0,99.6,62.04296875,19
1776803363.5133078,0.0,0,0,93.7,62.04296875,19
1776803363.5420856,0.0,0,0,97.0,62.04296875,19
1776803368.9603117,0.0,0,0,103.9,62.04296875,19
1776803369.6351993,0.0,0,0,95.8,62.04296875,19
1776803374.2594857,0.0,0,0,102.8,62.04296875,19
1776803376.5150902,0.0,0,0,102.2,62.04296875,19
1776803379.5852935,0.0,0,0,74.0,62.05078125,19
1776803383.0143867,0.0,0,0,99.5,62.0625,19
1776803384.7843764,0.0,0,0,108.2,62.0625,19
1776803390.1044974,0.0,0,0,95.7,62.0625,19
